x1,x2,prob
-5,2.5,0.0100966
-5,2.6,0.0121035
-5,2.7,0.0145035
-5,2.8,0.017371
-5,2.9,0.0207935
-5,3,0.0248733
-5,3.1,0.0297291
-5,3.2,0.0354985
-5,3.3,0.0423386
-5,3.4,0.0504278
-5,3.5,0.0599658
-5,3.6,0.0711726
-5,3.7,0.0842859
-5,3.8,0.0995565
-5,3.9,0.117239
-5,4,0.137583
-5,4.1,0.160814
-5,4.2,0.187116
-5,4.3,0.21661
-5,4.4,0.249327
-5,4.5,0.285187
-5,4.6,0.323978
-5,4.7,0.365348
-5,4.8,0.408807
-5,4.9,0.45374
-5,5,0.499439
-4.9,-5,1.30299e-08
-4.9,-4.9,1.56516e-08
-4.9,-4.8,1.88008e-08
-4.9,-4.7,2.25837e-08
-4.9,-4.6,2.71276e-08
-4.9,-4.5,3.25859e-08
-4.9,-4.4,3.91424e-08
-4.9,-4.3,4.70181e-08
-4.9,-4.2,5.64784e-08
-4.9,-4.1,6.78422e-08
-4.9,-4,8.14925e-08
-4.9,-3.9,9.78893e-08
-4.9,-3.8,1.17585e-07
-4.9,-3.7,1.41244e-07
-4.9,-3.6,1.69663e-07
-4.9,-3.5,2.03801e-07
-4.9,-3.4,2.44807e-07
-4.9,-3.3,2.94063e-07
-4.9,-3.2,3.53231e-07
-4.9,-3.1,4.24303e-07
-4.9,-3,5.09676e-07
-4.9,-2.9,6.12226e-07
-4.9,-2.8,7.35409e-07
-4.9,-2.7,8.83378e-07
-4.9,-2.6,1.06112e-06
-4.9,-2.5,1.27462e-06
-4.9,-2.4,1.53109e-06
-4.9,-2.3,1.83915e-06
-4.9,-2.2,2.2092e-06
-4.9,-2.1,2.6537e-06
-4.9,-2,3.18764e-06
-4.9,-1.9,3.82901e-06
-4.9,-1.8,4.59943e-06
-4.9,-1.7,5.52486e-06
-4.9,-1.6,6.63649e-06
-4.9,-1.5,7.97178e-06
-4.9,-1.4,9.57574e-06
-4.9,-1.3,1.15024e-05
-4.9,-1.2,1.38167e-05
-4.9,-1.1,1.65967e-05
-4.9,-1,1.9936e-05
-4.9,-0.9,2.39472e-05
-4.9,-0.8,2.87654e-05
-4.9,-0.7,3.45529e-05
-4.9,-0.6,4.15049e-05
-4.9,-0.5,4.98556e-05
-4.9,-0.4,5.98862e-05
-4.9,-0.3,7.19349e-05
-4.9,-0.2,8.64074e-05
-4.9,-0.1,0.000103791
-4.9,-1.02696e-15,0.000124672
-4.9,0.1,0.000149753
-4.9,0.2,0.000179879
-4.9,0.3,0.000216064
-4.9,0.4,0.000259526
-4.9,0.5,0.000311728
-4.9,0.6,0.000374427
-4.9,0.7,0.00044973
-4.9,0.8,0.00054017
-4.9,0.9,0.000648785
-4.9,1,0.000779223
-4.9,1.1,0.00093586
-4.9,1.2,0.00112395
-4.9,1.3,0.00134979
-4.9,1.4,0.00162094
-4.9,1.5,0.00194645
-4.9,1.6,0.00233717
-4.9,1.7,0.0028061
-4.9,1.8,0.0033688
-4.9,1.9,0.00404389
-4.9,2,0.00485359
-4.9,2.1,0.00582448
-4.9,2.2,0.00698821
-4.9,2.3,0.0083825
-4.9,2.4,0.0100522
-4.9,2.5,0.0120503
-4.9,2.6,0.0144399
-4.9,2.7,0.0172951
-4.9,2.8,0.0207029
-4.9,2.9,0.0247654
-4.9,3,0.0296008
-4.9,3.1,0.0353462
-4.9,3.2,0.0421582
-4.9,3.3,0.0502148
-4.9,3.4,0.059715
-4.9,3.5,0.0708784
-4.9,3.6,0.0839425
-4.9,3.7,0.0991575
-4.9,3.8,0.116779
-4.9,3.9,0.137055
-4.9,4,0.160213
-4.9,4.1,0.186439
-4.9,4.2,0.215855
-4.9,4.3,0.248494
-4.9,4.4,0.284279
-4.9,4.5,0.323002
-4.9,4.6,0.364315
-4.9,4.7,0.40773
-4.9,4.8,0.452635
-4.9,4.9,0.498324
-4.9,5,0.544041
-4.8,-5,1.5582e-08
-4.8,-4.9,1.87172e-08
-4.8,-4.8,2.24832e-08
-4.8,-4.7,2.70069e-08
-4.8,-4.6,3.24409e-08
-4.8,-4.5,3.89682e-08
-4.8,-4.4,4.68089e-08
-4.8,-4.3,5.62271e-08
-4.8,-4.2,6.75404e-08
-4.8,-4.1,8.113e-08
-4.8,-4,9.74538e-08
-4.8,-3.9,1.17062e-07
-4.8,-3.8,1.40616e-07
-4.8,-3.7,1.68909e-07
-4.8,-3.6,2.02894e-07
-4.8,-3.5,2.43718e-07
-4.8,-3.4,2.92755e-07
-4.8,-3.3,3.51659e-07
-4.8,-3.2,4.22416e-07
-4.8,-3.1,5.07408e-07
-4.8,-3,6.09502e-07
-4.8,-2.9,7.32138e-07
-4.8,-2.8,8.79448e-07
-4.8,-2.7,1.0564e-06
-4.8,-2.6,1.26895e-06
-4.8,-2.5,1.52427e-06
-4.8,-2.4,1.83097e-06
-4.8,-2.3,2.19937e-06
-4.8,-2.2,2.64189e-06
-4.8,-2.1,3.17346e-06
-4.8,-2,3.81198e-06
-4.8,-1.9,4.57897e-06
-4.8,-1.8,5.50028e-06
-4.8,-1.7,6.60696e-06
-4.8,-1.6,7.93632e-06
-4.8,-1.5,9.53314e-06
-4.8,-1.4,1.14512e-05
-4.8,-1.3,1.37553e-05
-4.8,-1.2,1.65229e-05
-4.8,-1.1,1.98473e-05
-4.8,-1,2.38406e-05
-4.8,-0.9,2.86374e-05
-4.8,-0.8,3.43992e-05
-4.8,-0.7,4.13203e-05
-4.8,-0.6,4.96338e-05
-4.8,-0.5,5.96198e-05
-4.8,-0.4,7.16149e-05
-4.8,-0.3,8.6023e-05
-4.8,-0.2,0.00010333
-4.8,-0.1,0.000124118
-4.8,-1.02696e-15,0.000149087
-4.8,0.1,0.000179079
-4.8,0.2,0.000215103
-4.8,0.3,0.000258372
-4.8,0.4,0.000310342
-4.8,0.5,0.000372762
-4.8,0.6,0.00044773
-4.8,0.7,0.000537768
-4.8,0.8,0.0006459
-4.8,0.9,0.000775759
-4.8,1,0.000931701
-4.8,1.1,0.00111896
-4.8,1.2,0.00134379
-4.8,1.3,0.00161374
-4.8,1.4,0.0019378
-4.8,1.5,0.00232679
-4.8,1.6,0.00279365
-4.8,1.7,0.00335387
-4.8,1.8,0.00402597
-4.8,1.9,0.00483211
-4.8,2,0.00579872
-4.8,2.1,0.00695734
-4.8,2.2,0.00834552
-4.8,2.3,0.0100079
-4.8,2.4,0.0119974
-4.8,2.5,0.0143766
-4.8,2.6,0.0172195
-4.8,2.7,0.0206127
-4.8,2.8,0.0246579
-4.8,2.9,0.029473
-4.8,3,0.0351944
-4.8,3.1,0.0419785
-4.8,3.2,0.0500025
-4.8,3.3,0.0594651
-4.8,3.4,0.0705853
-4.8,3.5,0.0836002
-4.8,3.6,0.0987599
-4.8,3.7,0.11632
-4.8,3.8,0.136529
-4.8,3.9,0.159614
-4.8,4,0.185764
-4.8,4.1,0.215101
-4.8,4.2,0.247662
-4.8,4.3,0.283372
-4.8,4.4,0.322028
-4.8,4.5,0.363283
-4.8,4.6,0.406654
-4.8,4.7,0.45153
-4.8,4.8,0.497209
-4.8,4.9,0.542935
-4.8,5,0.587948
-4.7,-5,1.86339e-08
-4.7,-4.9,2.23832e-08
-4.7,-4.8,2.68868e-08
-4.7,-4.7,3.22966e-08
-4.7,-4.6,3.87949e-08
-4.7,-4.5,4.66006e-08
-4.7,-4.4,5.5977e-08
-4.7,-4.3,6.72399e-08
-4.7,-4.2,8.0769e-08
-4.7,-4.1,9.70203e-08
-4.7,-4,1.16541e-07
-4.7,-3.9,1.3999e-07
-4.7,-3.8,1.68157e-07
-4.7,-3.7,2.01991e-07
-4.7,-3.6,2.42633e-07
-4.7,-3.5,2.91453e-07
-4.7,-3.4,3.50095e-07
-4.7,-3.3,4.20536e-07
-4.7,-3.2,5.05151e-07
-4.7,-3.1,6.0679e-07
-4.7,-3,7.28881e-07
-4.7,-2.9,8.75536e-07
-4.7,-2.8,1.0517e-06
-4.7,-2.7,1.26331e-06
-4.7,-2.6,1.51749e-06
-4.7,-2.5,1.82282e-06
-4.7,-2.4,2.18958e-06
-4.7,-2.3,2.63014e-06
-4.7,-2.2,3.15934e-06
-4.7,-2.1,3.79502e-06
-4.7,-2,4.5586e-06
-4.7,-1.9,5.47581e-06
-4.7,-1.8,6.57757e-06
-4.7,-1.7,7.90101e-06
-4.7,-1.6,9.49073e-06
-4.7,-1.5,1.14003e-05
-4.7,-1.4,1.36941e-05
-4.7,-1.3,1.64494e-05
-4.7,-1.2,1.9759e-05
-4.7,-1.1,2.37346e-05
-4.7,-1,2.851e-05
-4.7,-0.9,3.42462e-05
-4.7,-0.8,4.11365e-05
-4.7,-0.7,4.9413e-05
-4.7,-0.6,5.93546e-05
-4.7,-0.5,7.12963e-05
-4.7,-0.4,8.56403e-05
-4.7,-0.3,0.00010287
-4.7,-0.2,0.000123565
-4.7,-0.1,0.000148424
-4.7,-1.02696e-15,0.000178282
-4.7,0.1,0.000214146
-4.7,0.2,0.000257223
-4.7,0.3,0.000308962
-4.7,0.4,0.000371104
-4.7,0.5,0.000445739
-4.7,0.6,0.000535377
-4.7,0.7,0.000643029
-4.7,0.8,0.00077231
-4.7,0.9,0.00092756
-4.7,1,0.00111398
-4.7,1.1,0.00133782
-4.7,1.2,0.00160657
-4.7,1.3,0.0019292
-4.7,1.4,0.00231647
-4.7,1.5,0.00278126
-4.7,1.6,0.003339
-4.7,1.7,0.00400813
-4.7,1.8,0.00481071
-4.7,1.9,0.00577307
-4.7,2,0.0069266
-4.7,2.1,0.0083087
-4.7,2.2,0.00996381
-4.7,2.3,0.0119446
-4.7,2.4,0.0143136
-4.7,2.5,0.0171442
-4.7,2.6,0.0205229
-4.7,2.7,0.0245509
-4.7,2.8,0.0293457
-4.7,2.9,0.0350434
-4.7,3,0.0417996
-4.7,3.1,0.0497912
-4.7,3.2,0.0592162
-4.7,3.3,0.0702934
-4.7,3.4,0.0832593
-4.7,3.5,0.0983638
-4.7,3.6,0.115862
-4.7,3.7,0.136004
-4.7,3.8,0.159017
-4.7,3.9,0.18509
-4.7,4,0.214349
-4.7,4.1,0.246832
-4.7,4.2,0.282468
-4.7,4.3,0.321055
-4.7,4.4,0.362252
-4.7,4.5,0.405578
-4.7,4.6,0.450426
-4.7,4.7,0.496095
-4.7,4.8,0.541828
-4.7,4.9,0.586868
-4.7,5,0.630499
-4.6,-5,2.22836e-08
-4.6,-4.9,2.67672e-08
-4.6,-4.8,3.21529e-08
-4.6,-4.7,3.86223e-08
-4.6,-4.6,4.63933e-08
-4.6,-4.5,5.5728e-08
-4.6,-4.4,6.69408e-08
-4.6,-4.3,8.04097e-08
-4.6,-4.2,9.65887e-08
-4.6,-4.1,1.16023e-07
-4.6,-4,1.39367e-07
-4.6,-3.9,1.67409e-07
-4.6,-3.8,2.01093e-07
-4.6,-3.7,2.41554e-07
-4.6,-3.6,2.90156e-07
-4.6,-3.5,3.48538e-07
-4.6,-3.4,4.18665e-07
-4.6,-3.3,5.02904e-07
-4.6,-3.2,6.04091e-07
-4.6,-3.1,7.25638e-07
-4.6,-3,8.71641e-07
-4.6,-2.9,1.04702e-06
-4.6,-2.8,1.25769e-06
-4.6,-2.7,1.51074e-06
-4.6,-2.6,1.81471e-06
-4.6,-2.5,2.17984e-06
-4.6,-2.4,2.61844e-06
-4.6,-2.3,3.14529e-06
-4.6,-2.2,3.77813e-06
-4.6,-2.1,4.53832e-06
-4.6,-2,5.45145e-06
-4.6,-1.9,6.54831e-06
-4.6,-1.8,7.86586e-06
-4.6,-1.7,9.44851e-06
-4.6,-1.6,1.13496e-05
-4.6,-1.5,1.36332e-05
-4.6,-1.4,1.63762e-05
-4.6,-1.3,1.96711e-05
-4.6,-1.2,2.3629e-05
-4.6,-1.1,2.83832e-05
-4.6,-1,3.40939e-05
-4.6,-0.9,4.09535e-05
-4.6,-0.8,4.91932e-05
-4.6,-0.7,5.90906e-05
-4.6,-0.6,7.09791e-05
-4.6,-0.5,8.52594e-05
-4.6,-0.4,0.000102412
-4.6,-0.3,0.000123016
-4.6,-0.2,0.000147764
-4.6,-0.1,0.000177489
-4.6,-1.02696e-15,0.000213194
-4.6,0.1,0.000256079
-4.6,0.2,0.000307588
-4.6,0.3,0.000369454
-4.6,0.4,0.000443757
-4.6,0.5,0.000532996
-4.6,0.6,0.00064017
-4.6,0.7,0.000768877
-4.6,0.8,0.000923437
-4.6,0.9,0.00110903
-4.6,1,0.00133188
-4.6,1.1,0.00159943
-4.6,1.2,0.00192063
-4.6,1.3,0.00230618
-4.6,1.4,0.00276892
-4.6,1.5,0.00332419
-4.6,1.6,0.00399037
-4.6,1.7,0.00478941
-4.6,1.8,0.00574754
-4.6,1.9,0.006896
-4.6,2,0.00827204
-4.6,2.1,0.00991992
-4.6,2.2,0.0118921
-4.6,2.3,0.0142508
-4.6,2.4,0.0170692
-4.6,2.5,0.0204335
-4.6,2.6,0.0244443
-4.6,2.7,0.029219
-4.6,2.8,0.0348929
-4.6,2.9,0.0416214
-4.6,3,0.0495806
-4.6,3.1,0.0589683
-4.6,3.2,0.0700025
-4.6,3.3,0.0829196
-4.6,3.4,0.097969
-4.6,3.5,0.115406
-4.6,3.6,0.135481
-4.6,3.7,0.158422
-4.6,3.8,0.184419
-4.6,3.9,0.213599
-4.6,4,0.246004
-4.6,4.1,0.281565
-4.6,4.2,0.320084
-4.6,4.3,0.361223
-4.6,4.4,0.404504
-4.6,4.5,0.449323
-4.6,4.6,0.49498
-4.6,4.7,0.540721
-4.6,4.8,0.585786
-4.6,4.9,0.629459
-4.6,5,0.671113
-4.5,-5,2.66481e-08
-4.5,-4.9,3.20099e-08
-4.5,-4.8,3.84505e-08
-4.5,-4.7,4.61869e-08
-4.5,-4.6,5.548e-08
-4.5,-4.5,6.6643e-08
-4.5,-4.4,8.0052e-08
-4.5,-4.3,9.61589e-08
-4.5,-4.2,1.15507e-07
-4.5,-4.1,1.38747e-07
-4.5,-4,1.66664e-07
-4.5,-3.9,2.00198e-07
-4.5,-3.8,2.40479e-07
-4.5,-3.7,2.88865e-07
-4.5,-3.6,3.46987e-07
-4.5,-3.5,4.16803e-07
-4.5,-3.4,5.00666e-07
-4.5,-3.3,6.01404e-07
-4.5,-3.2,7.2241e-07
-4.5,-3.1,8.67763e-07
-4.5,-3,1.04236e-06
-4.5,-2.9,1.25209e-06
-4.5,-2.8,1.50402e-06
-4.5,-2.7,1.80664e-06
-4.5,-2.6,2.17015e-06
-4.5,-2.5,2.60679e-06
-4.5,-2.4,3.13129e-06
-4.5,-2.3,3.76133e-06
-4.5,-2.2,4.51813e-06
-4.5,-2.1,5.4272e-06
-4.5,-2,6.51918e-06
-4.5,-1.9,7.83087e-06
-4.5,-1.8,9.40647e-06
-4.5,-1.7,1.12991e-05
-4.5,-1.6,1.35725e-05
-4.5,-1.5,1.63033e-05
-4.5,-1.4,1.95836e-05
-4.5,-1.3,2.35239e-05
-4.5,-1.2,2.82569e-05
-4.5,-1.1,3.39422e-05
-4.5,-1,4.07713e-05
-4.5,-0.9,4.89743e-05
-4.5,-0.8,5.88277e-05
-4.5,-0.7,7.06634e-05
-4.5,-0.6,8.48801e-05
-4.5,-0.5,0.000101957
-4.5,-0.4,0.000122469
-4.5,-0.3,0.000147106
-4.5,-0.2,0.0001767
-4.5,-0.1,0.000212246
-4.5,-1.02696e-15,0.00025494
-4.5,0.1,0.00030622
-4.5,0.2,0.00036781
-4.5,0.3,0.000441784
-4.5,0.4,0.000530626
-4.5,0.5,0.000637324
-4.5,0.6,0.000765459
-4.5,0.7,0.000919333
-4.5,0.8,0.0011041
-4.5,0.9,0.00132596
-4.5,1,0.00159233
-4.5,1.1,0.0019121
-4.5,1.2,0.00229595
-4.5,1.3,0.00275663
-4.5,1.4,0.00330945
-4.5,1.5,0.00397269
-4.5,1.6,0.00476821
-4.5,1.7,0.00572211
-4.5,1.8,0.00686553
-4.5,1.9,0.00823555
-4.5,2,0.00987623
-4.5,2.1,0.0118399
-4.5,2.2,0.0141883
-4.5,2.3,0.0169946
-4.5,2.4,0.0203444
-4.5,2.5,0.0243382
-4.5,2.6,0.0290928
-4.5,2.7,0.0347431
-4.5,2.8,0.0414439
-4.5,2.9,0.0493709
-4.5,3,0.0587214
-4.5,3.1,0.0697128
-4.5,3.2,0.0825812
-4.5,3.3,0.0975757
-4.5,3.4,0.114952
-4.5,3.5,0.134959
-4.5,3.6,0.157828
-4.5,3.7,0.183749
-4.5,3.8,0.212851
-4.5,3.9,0.245178
-4.5,4,0.280664
-4.5,4.1,0.319114
-4.5,4.2,0.360195
-4.5,4.3,0.40343
-4.5,4.4,0.44822
-4.5,4.5,0.493865
-4.5,4.6,0.539614
-4.5,4.7,0.584704
-4.5,4.8,0.628419
-4.5,4.9,0.670129
-4.5,5,0.709322
-4.4,-5,3.18675e-08
-4.4,-4.9,3.82794e-08
-4.4,-4.8,4.59815e-08
-4.4,-4.7,5.52332e-08
-4.4,-4.6,6.63465e-08
-4.4,-4.5,7.96958e-08
-4.4,-4.4,9.57312e-08
-4.4,-4.3,1.14993e-07
-4.4,-4.2,1.3813e-07
-4.4,-4.1,1.65923e-07
-4.4,-4,1.99308e-07
-4.4,-3.9,2.3941e-07
-4.4,-3.8,2.8758e-07
-4.4,-3.7,3.45443e-07
-4.4,-3.6,4.14949e-07
-4.4,-3.5,4.98439e-07
-4.4,-3.4,5.98728e-07
-4.4,-3.3,7.19196e-07
-4.4,-3.2,8.63903e-07
-4.4,-3.1,1.03773e-06
-4.4,-3,1.24652e-06
-4.4,-2.9,1.49733e-06
-4.4,-2.8,1.7986e-06
-4.4,-2.7,2.16049e-06
-4.4,-2.6,2.59519e-06
-4.4,-2.5,3.11736e-06
-4.4,-2.4,3.74459e-06
-4.4,-2.3,4.49803e-06
-4.4,-2.2,5.40305e-06
-4.4,-2.1,6.49018e-06
-4.4,-2,7.79603e-06
-4.4,-1.9,9.36463e-06
-4.4,-1.8,1.12488e-05
-4.4,-1.7,1.35121e-05
-4.4,-1.6,1.62308e-05
-4.4,-1.5,1.94965e-05
-4.4,-1.4,2.34192e-05
-4.4,-1.3,2.81312e-05
-4.4,-1.2,3.37912e-05
-4.4,-1.1,4.05899e-05
-4.4,-1,4.87565e-05
-4.4,-0.9,5.8566e-05
-4.4,-0.8,7.0349e-05
-4.4,-0.7,8.45025e-05
-4.4,-0.6,0.000101503
-4.4,-0.5,0.000121924
-4.4,-0.4,0.000146452
-4.4,-0.3,0.000175914
-4.4,-0.2,0.000211302
-4.4,-0.1,0.000253806
-4.4,-1.02696e-15,0.000304858
-4.4,0.1,0.000366175
-4.4,0.2,0.000439819
-4.4,0.3,0.000528267
-4.4,0.4,0.00063449
-4.4,0.5,0.000762056
-4.4,0.6,0.000915246
-4.4,0.7,0.0010992
-4.4,0.8,0.00132007
-4.4,0.9,0.00158526
-4.4,1,0.00190361
-4.4,1.1,0.00228576
-4.4,1.2,0.0027444
-4.4,1.3,0.00329478
-4.4,1.4,0.00395509
-4.4,1.5,0.0047471
-4.4,1.6,0.0056968
-4.4,1.7,0.0068352
-4.4,1.8,0.00819921
-4.4,1.9,0.00983272
-4.4,2,0.0117878
-4.4,2.1,0.0141261
-4.4,2.2,0.0169203
-4.4,2.3,0.0202558
-4.4,2.4,0.0242326
-4.4,2.5,0.0289671
-4.4,2.6,0.0345938
-4.4,2.7,0.0412671
-4.4,2.8,0.0491621
-4.4,2.9,0.0584754
-4.4,3,0.0694242
-4.4,3.1,0.082244
-4.4,3.2,0.0971838
-4.4,3.3,0.114499
-4.4,3.4,0.13444
-4.4,3.5,0.157236
-4.4,3.6,0.183081
-4.4,3.7,0.212105
-4.4,3.8,0.244354
-4.4,3.9,0.279765
-4.4,4,0.318146
-4.4,4.1,0.359168
-4.4,4.2,0.402358
-4.4,4.3,0.447117
-4.4,4.4,0.492751
-4.4,4.5,0.538506
-4.4,4.6,0.583621
-4.4,4.7,0.627377
-4.4,4.8,0.669142
-4.4,4.9,0.708402
-4.4,5,0.74478
-4.3,-5,3.81091e-08
-4.3,-4.9,4.57769e-08
-4.3,-4.8,5.49875e-08
-4.3,-4.7,6.60513e-08
-4.3,-4.6,7.93413e-08
-4.3,-4.5,9.53053e-08
-4.3,-4.4,1.14481e-07
-4.3,-4.3,1.37516e-07
-4.3,-4.2,1.65185e-07
-4.3,-4.1,1.98421e-07
-4.3,-4,2.38344e-07
-4.3,-3.9,2.86301e-07
-4.3,-3.8,3.43906e-07
-4.3,-3.7,4.13103e-07
-4.3,-3.6,4.96221e-07
-4.3,-3.5,5.96064e-07
-4.3,-3.4,7.15996e-07
-4.3,-3.3,8.60059e-07
-4.3,-3.2,1.03311e-06
-4.3,-3.1,1.24098e-06
-4.3,-3,1.49067e-06
-4.3,-2.9,1.7906e-06
-4.3,-2.8,2.15088e-06
-4.3,-2.7,2.58365e-06
-4.3,-2.6,3.10349e-06
-4.3,-2.5,3.72793e-06
-4.3,-2.4,4.47802e-06
-4.3,-2.3,5.37902e-06
-4.3,-2.2,6.4613e-06
-4.3,-2.1,7.76135e-06
-4.3,-2,9.32297e-06
-4.3,-1.9,1.11988e-05
-4.3,-1.8,1.3452e-05
-4.3,-1.7,1.61586e-05
-4.3,-1.6,1.94098e-05
-4.3,-1.5,2.3315e-05
-4.3,-1.4,2.8006e-05
-4.3,-1.3,3.36409e-05
-4.3,-1.2,4.04093e-05
-4.3,-1.1,4.85396e-05
-4.3,-1,5.83055e-05
-4.3,-0.9,7.00361e-05
-4.3,-0.8,8.41266e-05
-4.3,-0.7,0.000101052
-4.3,-0.6,0.000121381
-4.3,-0.5,0.000145801
-4.3,-0.4,0.000175132
-4.3,-0.3,0.000210362
-4.3,-0.2,0.000252677
-4.3,-0.1,0.000303502
-4.3,-1.02696e-15,0.000364546
-4.3,0.1,0.000437863
-4.3,0.2,0.000525918
-4.3,0.3,0.000631669
-4.3,0.4,0.000758669
-4.3,0.5,0.000911178
-4.3,0.6,0.00109431
-4.3,0.7,0.00131421
-4.3,0.8,0.00157822
-4.3,0.9,0.00189516
-4.3,1,0.00227561
-4.3,1.1,0.00273223
-4.3,1.2,0.00328017
-4.3,1.3,0.00393756
-4.3,1.4,0.00472608
-4.3,1.5,0.0056716
-4.3,1.6,0.006805
-4.3,1.7,0.00816303
-4.3,1.8,0.00978941
-4.3,1.9,0.011736
-4.3,2,0.0140641
-4.3,2.1,0.0168462
-4.3,2.2,0.0201675
-4.3,2.3,0.0241274
-4.3,2.4,0.0288419
-4.3,2.5,0.0344452
-4.3,2.6,0.0410911
-4.3,2.7,0.0489541
-4.3,2.8,0.0582304
-4.3,2.9,0.0691367
-4.3,3,0.0819081
-4.3,3.1,0.0967933
-4.3,3.2,0.114048
-4.3,3.3,0.133922
-4.3,3.4,0.156647
-4.3,3.5,0.182415
-4.3,3.6,0.211361
-4.3,3.7,0.243531
-4.3,3.8,0.278867
-4.3,3.9,0.31718
-4.3,4,0.358142
-4.3,4.1,0.401286
-4.3,4.2,0.446015
-4.3,4.3,0.491637
-4.3,4.4,0.537397
-4.3,4.5,0.582537
-4.3,4.6,0.626334
-4.3,4.7,0.668154
-4.3,4.8,0.70748
-4.3,4.9,0.743931
-4.3,5,0.77727
-4.2,-5,4.55732e-08
-4.2,-4.9,5.47429e-08
-4.2,-4.8,6.57575e-08
-4.2,-4.7,7.89883e-08
-4.2,-4.6,9.48813e-08
-4.2,-4.5,1.13972e-07
-4.2,-4.4,1.36904e-07
-4.2,-4.3,1.6445e-07
-4.2,-4.2,1.97538e-07
-4.2,-4.1,2.37284e-07
-4.2,-4,2.85027e-07
-4.2,-3.9,3.42376e-07
-4.2,-3.8,4.11265e-07
-4.2,-3.7,4.94014e-07
-4.2,-3.6,5.93413e-07
-4.2,-3.5,7.12811e-07
-4.2,-3.4,8.56233e-07
-4.2,-3.3,1.02851e-06
-4.2,-3.2,1.23546e-06
-4.2,-3.1,1.48404e-06
-4.2,-3,1.78263e-06
-4.2,-2.9,2.14131e-06
-4.2,-2.8,2.57215e-06
-4.2,-2.7,3.08969e-06
-4.2,-2.6,3.71135e-06
-4.2,-2.5,4.45809e-06
-4.2,-2.4,5.35509e-06
-4.2,-2.3,6.43256e-06
-4.2,-2.2,7.72682e-06
-4.2,-2.1,9.28149e-06
-4.2,-2,1.1149e-05
-4.2,-1.9,1.33922e-05
-4.2,-1.8,1.60867e-05
-4.2,-1.7,1.93234e-05
-4.2,-1.6,2.32113e-05
-4.2,-1.5,2.78815e-05
-4.2,-1.4,3.34912e-05
-4.2,-1.3,4.02296e-05
-4.2,-1.2,4.83236e-05
-4.2,-1.1,5.80461e-05
-4.2,-1,6.97245e-05
-4.2,-0.9,8.37524e-05
-4.2,-0.8,0.000100602
-4.2,-0.7,0.000120842
-4.2,-0.6,0.000145152
-4.2,-0.5,0.000174353
-4.2,-0.4,0.000209426
-4.2,-0.3,0.000251553
-4.2,-0.2,0.000302152
-4.2,-0.1,0.000362925
-4.2,-1.02696e-15,0.000435916
-4.2,0.1,0.000523579
-4.2,0.2,0.000628861
-4.2,0.3,0.000755296
-4.2,0.4,0.000907128
-4.2,0.5,0.00108945
-4.2,0.6,0.00130837
-4.2,0.7,0.00157121
-4.2,0.8,0.00188675
-4.2,0.9,0.00226551
-4.2,1,0.00272011
-4.2,1.1,0.00326562
-4.2,1.2,0.00392011
-4.2,1.3,0.00470515
-4.2,1.4,0.00564651
-4.2,1.5,0.00677493
-4.2,1.6,0.00812701
-4.2,1.7,0.00974628
-4.2,1.8,0.0116844
-4.2,1.9,0.0140024
