x1,x2,prob
-5,4.2,0.0801284
-5,4.3,0.0925256
-5,4.4,0.106619
-5,4.5,0.122568
-5,4.6,0.140529
-5,4.7,0.160639
-5,4.8,0.183014
-5,4.9,0.207735
-5,5,0.234835
-4.9,-5,5.34244e-08
-4.9,-4.9,6.25329e-08
-4.9,-4.8,7.31943e-08
-4.9,-4.7,8.56733e-08
-4.9,-4.6,1.0028e-07
-4.9,-4.5,1.17377e-07
-4.9,-4.4,1.37389e-07
-4.9,-4.3,1.60812e-07
-4.9,-4.2,1.8823e-07
-4.9,-4.1,2.20321e-07
-4.9,-4,2.57885e-07
-4.9,-3.9,3.01852e-07
-4.9,-3.8,3.53315e-07
-4.9,-3.7,4.13553e-07
-4.9,-3.6,4.8406e-07
-4.9,-3.5,5.66589e-07
-4.9,-3.4,6.63187e-07
-4.9,-3.3,7.76256e-07
-4.9,-3.2,9.08601e-07
-4.9,-3.1,1.06351e-06
-4.9,-3,1.24483e-06
-4.9,-2.9,1.45706e-06
-4.9,-2.8,1.70548e-06
-4.9,-2.7,1.99625e-06
-4.9,-2.6,2.3366e-06
-4.9,-2.5,2.73497e-06
-4.9,-2.4,3.20126e-06
-4.9,-2.3,3.74705e-06
-4.9,-2.2,4.38588e-06
-4.9,-2.1,5.13364e-06
-4.9,-2,6.00888e-06
-4.9,-1.9,7.03334e-06
-4.9,-1.8,8.23246e-06
-4.9,-1.7,9.63602e-06
-4.9,-1.6,1.12789e-05
-4.9,-1.5,1.32018e-05
-4.9,-1.4,1.54526e-05
-4.9,-1.3,1.80871e-05
-4.9,-1.2,2.11707e-05
-4.9,-1.1,2.47801e-05
-4.9,-1,2.90047e-05
-4.9,-0.9,3.39497e-05
-4.9,-0.8,3.97376e-05
-4.9,-0.7,4.65122e-05
-4.9,-0.6,5.44417e-05
-4.9,-0.5,6.37231e-05
-4.9,-0.4,7.45865e-05
-4.9,-0.3,8.73018e-05
-4.9,-0.2,0.000102185
-4.9,-0.1,0.000119604
-4.9,-1.02696e-15,0.000139993
-4.9,0.1,0.000163857
-4.9,0.2,0.000191788
-4.9,0.3,0.000224479
-4.9,0.4,0.00026274
-4.9,0.5,0.000307522
-4.9,0.6,0.000359933
-4.9,0.7,0.000421273
-4.9,0.8,0.000493061
-4.9,0.9,0.000577076
-4.9,1,0.000675397
-4.9,1.1,0.000790456
-4.9,1.2,0.000925097
-4.9,1.3,0.00108265
-4.9,1.4,0.001267
-4.9,1.5,0.00148269
-4.9,1.6,0.00173504
-4.9,1.7,0.00203025
-4.9,1.8,0.00237557
-4.9,1.9,0.00277946
-4.9,2,0.0032518
-4.9,2.1,0.00380409
-4.9,2.2,0.00444977
-4.9,2.3,0.00520448
-4.9,2.4,0.0060864
-4.9,2.5,0.0071167
-4.9,2.6,0.00831995
-4.9,2.7,0.00972464
-4.9,2.8,0.0113638
-4.9,2.9,0.0132755
-4.9,3,0.0155038
-4.9,3.1,0.0180992
-4.9,3.2,0.0211198
-4.9,3.3,0.0246319
-4.9,3.4,0.0287108
-4.9,3.5,0.0334421
-4.9,3.6,0.0389218
-4.9,3.7,0.0452574
-4.9,3.8,0.0525678
-4.9,3.9,0.0609836
-4.9,4,0.0706463
-4.9,4.1,0.0817068
-4.9,4.2,0.0943233
-4.9,4.3,0.108657
-4.9,4.4,0.124869
-4.9,4.5,0.143112
-4.9,4.6,0.163521
-4.9,4.7,0.186209
-4.9,4.8,0.21125
-4.9,4.9,0.23867
-4.9,5,0.268438
-4.8,-5,6.38743e-08
-4.8,-4.9,7.47644e-08
-4.8,-4.8,8.75112e-08
-4.8,-4.7,1.02431e-07
-4.8,-4.6,1.19895e-07
-4.8,-4.5,1.40336e-07
-4.8,-4.4,1.64262e-07
-4.8,-4.3,1.92268e-07
-4.8,-4.2,2.25048e-07
-4.8,-4.1,2.63417e-07
-4.8,-4,3.08327e-07
-4.8,-3.9,3.60894e-07
-4.8,-3.8,4.22424e-07
-4.8,-3.7,4.94444e-07
-4.8,-3.6,5.78743e-07
-4.8,-3.5,6.77414e-07
-4.8,-3.4,7.92908e-07
-4.8,-3.3,9.28092e-07
-4.8,-3.2,1.08632e-06
-4.8,-3.1,1.27153e-06
-4.8,-3,1.48832e-06
-4.8,-2.9,1.74207e-06
-4.8,-2.8,2.03908e-06
-4.8,-2.7,2.38672e-06
-4.8,-2.6,2.79364e-06
-4.8,-2.5,3.26993e-06
-4.8,-2.4,3.82743e-06
-4.8,-2.3,4.47997e-06
-4.8,-2.2,5.24377e-06
-4.8,-2.1,6.13778e-06
-4.8,-2,7.18422e-06
-4.8,-1.9,8.40906e-06
-4.8,-1.8,9.84273e-06
-4.8,-1.7,1.15208e-05
-4.8,-1.6,1.3485e-05
-4.8,-1.5,1.5784e-05
-4.8,-1.4,1.84751e-05
-4.8,-1.3,2.16248e-05
-4.8,-1.2,2.53116e-05
-4.8,-1.1,2.96269e-05
-4.8,-1,3.46779e-05
-4.8,-0.9,4.059e-05
-4.8,-0.8,4.75099e-05
-4.8,-0.7,5.56096e-05
-4.8,-0.6,6.50899e-05
-4.8,-0.5,7.61864e-05
-4.8,-0.4,8.91745e-05
-4.8,-0.3,0.000104376
-4.8,-0.2,0.00012217
-4.8,-0.1,0.000142996
-4.8,-1.02696e-15,0.000167371
-4.8,0.1,0.000195901
-4.8,0.2,0.000229293
-4.8,0.3,0.000268375
-4.8,0.4,0.000314117
-4.8,0.5,0.000367652
-4.8,0.6,0.000430306
-4.8,0.7,0.000503633
-4.8,0.8,0.000589448
-4.8,0.9,0.000689875
-4.8,1,0.000807399
-4.8,1.1,0.000944924
-4.8,1.2,0.00110585
-4.8,1.3,0.00129414
-4.8,1.4,0.00151445
-4.8,1.5,0.00177219
-4.8,1.6,0.00207371
-4.8,1.7,0.00242641
-4.8,1.8,0.00283892
-4.8,1.9,0.00332132
-4.8,2,0.00388538
-4.8,2.1,0.0045448
-4.8,2.2,0.00531553
-4.8,2.3,0.00621615
-4.8,2.4,0.00726826
-4.8,2.5,0.00849691
-4.8,2.6,0.00993118
-4.8,2.7,0.0116047
-4.8,2.8,0.0135564
-4.8,2.9,0.0158311
-4.8,3,0.0184803
-4.8,3.1,0.0215631
-4.8,3.2,0.025147
-4.8,3.3,0.0293087
-4.8,3.4,0.034135
-4.8,3.5,0.0397236
-4.8,3.6,0.0461834
-4.8,3.7,0.053635
-4.8,3.8,0.0622104
-4.8,3.9,0.0720526
-4.8,4,0.0833136
-4.8,4.1,0.0961521
-4.8,4.2,0.11073
-4.8,4.3,0.127207
-4.8,4.4,0.145734
-4.8,4.5,0.166445
-4.8,4.6,0.189447
-4.8,4.7,0.214808
-4.8,4.8,0.242548
-4.8,4.9,0.272627
-4.8,5,0.304934
-4.7,-5,7.63682e-08
-4.7,-4.9,8.93884e-08
-4.7,-4.8,1.04628e-07
-4.7,-4.7,1.22467e-07
-4.7,-4.6,1.43346e-07
-4.7,-4.5,1.67786e-07
-4.7,-4.4,1.96392e-07
-4.7,-4.3,2.29875e-07
-4.7,-4.2,2.69067e-07
-4.7,-4.1,3.14941e-07
-4.7,-4,3.68636e-07
-4.7,-3.9,4.31486e-07
-4.7,-3.8,5.05051e-07
-4.7,-3.7,5.91158e-07
-4.7,-3.6,6.91946e-07
-4.7,-3.5,8.09917e-07
-4.7,-3.4,9.48002e-07
-4.7,-3.3,1.10963e-06
-4.7,-3.2,1.29881e-06
-4.7,-3.1,1.52025e-06
-4.7,-3,1.77944e-06
-4.7,-2.9,2.08282e-06
-4.7,-2.8,2.43792e-06
-4.7,-2.7,2.85357e-06
-4.7,-2.6,3.34008e-06
-4.7,-2.5,3.90953e-06
-4.7,-2.4,4.57607e-06
-4.7,-2.3,5.35625e-06
-4.7,-2.2,6.26945e-06
-4.7,-2.1,7.33833e-06
-4.7,-2,8.58945e-06
-4.7,-1.9,1.00539e-05
-4.7,-1.8,1.1768e-05
-4.7,-1.7,1.37743e-05
-4.7,-1.6,1.61226e-05
-4.7,-1.5,1.88714e-05
-4.7,-1.4,2.20887e-05
-4.7,-1.3,2.58546e-05
-4.7,-1.2,3.02625e-05
-4.7,-1.1,3.54218e-05
-4.7,-1,4.14607e-05
-4.7,-0.9,4.85291e-05
-4.7,-0.8,5.68024e-05
-4.7,-0.7,6.64861e-05
-4.7,-0.6,7.78206e-05
-4.7,-0.5,9.10872e-05
-4.7,-0.4,0.000106615
-4.7,-0.3,0.00012479
-4.7,-0.2,0.000146063
-4.7,-0.1,0.000170961
-4.7,-1.02696e-15,0.000200103
-4.7,0.1,0.000234211
-4.7,0.2,0.000274131
-4.7,0.3,0.000320853
-4.7,0.4,0.000375535
-4.7,0.5,0.000439533
-4.7,0.6,0.000514432
-4.7,0.7,0.000602085
-4.7,0.8,0.000704664
-4.7,0.9,0.000824704
-4.7,1,0.000965174
-4.7,1.1,0.00112954
-4.7,1.2,0.00132187
-4.7,1.3,0.00154689
-4.7,1.4,0.00181014
-4.7,1.5,0.0021181
-4.7,1.6,0.00247833
-4.7,1.7,0.00289964
-4.7,1.8,0.00339233
-4.7,1.9,0.0039684
-4.7,2,0.00464184
-4.7,2.1,0.00542894
-4.7,2.2,0.00634865
-4.7,2.3,0.00742302
-4.7,2.4,0.0086776
-4.7,2.5,0.0101421
-4.7,2.6,0.0118507
-4.7,2.7,0.0138432
-4.7,2.8,0.0161652
-4.7,2.9,0.0188692
-4.7,3,0.0220155
-4.7,3.1,0.0256726
-4.7,3.2,0.0299186
-4.7,3.3,0.0348418
-4.7,3.4,0.0405412
-4.7,3.5,0.0471274
-4.7,3.6,0.0547226
-4.7,3.7,0.0634603
-4.7,3.8,0.0734847
-4.7,3.9,0.084949
-4.7,4,0.0980126
-4.7,4.1,0.112837
-4.7,4.2,0.129582
-4.7,4.3,0.148397
-4.7,4.4,0.169411
-4.7,4.5,0.192728
-4.7,4.6,0.21841
-4.7,4.7,0.246469
-4.7,4.8,0.276856
-4.7,4.9,0.309451
-4.7,5,0.344058
-4.6,-5,9.1306e-08
-4.6,-4.9,1.06873e-07
-4.6,-4.8,1.25094e-07
-4.6,-4.7,1.46421e-07
-4.6,-4.6,1.71385e-07
-4.6,-4.5,2.00605e-07
-4.6,-4.4,2.34807e-07
-4.6,-4.3,2.74839e-07
-4.6,-4.2,3.21697e-07
-4.6,-4.1,3.76544e-07
-4.6,-4,4.40742e-07
-4.6,-3.9,5.15885e-07
-4.6,-3.8,6.03839e-07
-4.6,-3.7,7.06789e-07
-4.6,-3.6,8.27291e-07
-4.6,-3.5,9.68338e-07
-4.6,-3.4,1.13343e-06
-4.6,-3.3,1.32667e-06
-4.6,-3.2,1.55286e-06
-4.6,-3.1,1.81761e-06
-4.6,-3,2.1275e-06
-4.6,-2.9,2.49022e-06
-4.6,-2.8,2.91478e-06
-4.6,-2.7,3.41173e-06
-4.6,-2.6,3.9934e-06
-4.6,-2.5,4.67424e-06
-4.6,-2.4,5.47115e-06
-4.6,-2.3,6.40394e-06
-4.6,-2.2,7.49575e-06
-4.6,-2.1,8.77371e-06
-4.6,-2,1.02695e-05
-4.6,-1.9,1.20204e-05
-4.6,-1.8,1.40698e-05
-4.6,-1.7,1.64685e-05
-4.6,-1.6,1.92762e-05
-4.6,-1.5,2.25626e-05
-4.6,-1.4,2.64092e-05
-4.6,-1.3,3.09116e-05
-4.6,-1.2,3.61816e-05
-4.6,-1.1,4.235e-05
-4.6,-1,4.957e-05
-4.6,-0.9,5.80209e-05
-4.6,-0.8,6.79123e-05
-4.6,-0.7,7.94899e-05
-4.6,-0.6,9.3041e-05
-4.6,-0.5,0.000108902
-4.6,-0.4,0.000127467
-4.6,-0.3,0.000149196
-4.6,-0.2,0.000174628
-4.6,-0.1,0.000204394
-4.6,-1.02696e-15,0.000239234
-4.6,0.1,0.00028001
-4.6,0.2,0.000327734
-4.6,0.3,0.000383588
-4.6,0.4,0.000448958
-4.6,0.5,0.000525461
-4.6,0.6,0.000614993
-4.6,0.7,0.000719769
-4.6,0.8,0.000842381
-4.6,0.9,0.000985859
-4.6,1,0.00115375
-4.6,1.1,0.00135019
-4.6,1.2,0.00158002
-4.6,1.3,0.0018489
-4.6,1.4,0.00216344
-4.6,1.5,0.00253136
-4.6,1.6,0.00296166
-4.6,1.7,0.00346485
-4.6,1.8,0.00405318
-4.6,1.9,0.00474094
-4.6,2,0.00554475
-4.6,2.1,0.00648396
-4.6,2.2,0.00758105
-4.6,2.3,0.0088621
-4.6,2.4,0.0103574
-4.6,2.5,0.0121019
-4.6,2.6,0.014136
-4.6,2.7,0.0165062
-4.6,2.8,0.0192662
-4.6,2.9,0.0224771
-4.6,3,0.0262089
-4.6,3.1,0.0305408
-4.6,3.2,0.0355626
-4.6,3.3,0.0413749
-4.6,3.4,0.0480898
-4.6,3.5,0.0558309
-4.6,3.6,0.0647335
-4.6,3.7,0.0749429
-4.6,3.8,0.0866135
-4.6,3.9,0.0999051
-4.6,4,0.11498
-4.6,4.1,0.131995
-4.6,4.2,0.151099
-4.6,4.3,0.172419
-4.6,4.4,0.196052
-4.6,4.5,0.222055
-4.6,4.6,0.250432
-4.6,4.7,0.281126
-4.6,4.8,0.314005
-4.6,4.9,0.348864
-4.6,5,0.385419
-4.5,-5,1.09166e-07
-4.5,-4.9,1.27777e-07
-4.5,-4.8,1.49563e-07
-4.5,-4.7,1.75062e-07
-4.5,-4.6,2.04908e-07
-4.5,-4.5,2.39844e-07
-4.5,-4.4,2.80735e-07
-4.5,-4.3,3.28598e-07
-4.5,-4.2,3.84622e-07
-4.5,-4.1,4.50197e-07
-4.5,-4,5.26952e-07
-4.5,-3.9,6.16793e-07
-4.5,-3.8,7.21951e-07
-4.5,-3.7,8.45038e-07
-4.5,-3.6,9.89111e-07
-4.5,-3.5,1.15775e-06
-4.5,-3.4,1.35513e-06
-4.5,-3.3,1.58617e-06
-4.5,-3.2,1.8566e-06
-4.5,-3.1,2.17314e-06
-4.5,-3,2.54364e-06
-4.5,-2.9,2.97731e-06
-4.5,-2.8,3.48491e-06
-4.5,-2.7,4.07906e-06
-4.5,-2.6,4.77451e-06
-4.5,-2.5,5.58852e-06
-4.5,-2.4,6.54131e-06
-4.5,-2.3,7.65655e-06
-4.5,-2.2,8.96192e-06
-4.5,-2.1,1.04898e-05
-4.5,-2,1.22783e-05
-4.5,-1.9,1.43716e-05
-4.5,-1.8,1.68218e-05
-4.5,-1.7,1.96897e-05
-4.5,-1.6,2.30466e-05
-4.5,-1.5,2.69757e-05
-4.5,-1.4,3.15747e-05
-4.5,-1.3,3.69578e-05
-4.5,-1.2,4.32585e-05
-4.5,-1.1,5.06334e-05
-4.5,-1,5.92654e-05
-4.5,-0.9,6.9369e-05
-4.5,-0.8,8.1195e-05
-4.5,-0.7,9.50368e-05
-4.5,-0.6,0.000111238
-4.5,-0.5,0.000130201
-4.5,-0.4,0.000152396
-4.5,-0.3,0.000178373
-4.5,-0.2,0.000208778
-4.5,-0.1,0.000244364
-4.5,-1.02696e-15,0.000286015
-4.5,0.1,0.000334762
-4.5,0.2,0.000391814
-4.5,0.3,0.000458584
-4.5,0.4,0.000536727
-4.5,0.5,0.000628178
-4.5,0.6,0.000735198
-4.5,0.7,0.000860436
-4.5,0.8,0.00100699
-4.5,0.9,0.00117847
-4.5,1,0.00137911
-4.5,1.1,0.00161386
-4.5,1.2,0.00188849
-4.5,1.3,0.00220975
-4.5,1.4,0.00258552
-4.5,1.5,0.003025
-4.5,1.6,0.00353891
-4.5,1.7,0.00413977
-4.5,1.8,0.00484215
-4.5,1.9,0.00566303
-4.5,2,0.00662213
-4.5,2.1,0.00774241
-4.5,2.2,0.00905049
-4.5,2.3,0.0105772
-4.5,2.4,0.0123583
-4.5,2.5,0.0144348
-4.5,2.6,0.0168544
-4.5,2.7,0.0196714
-4.5,2.8,0.0229482
-4.5,2.9,0.0267561
-4.5,3,0.0311755
-4.5,3.1,0.0362978
-4.5,3.2,0.042225
-4.5,3.3,0.0490707
-4.5,3.4,0.0569604
-4.5,3.5,0.0660305
-4.5,3.6,0.0764277
-4.5,3.7,0.0883074
-4.5,3.8,0.10183
-4.5,3.9,0.117157
-4.5,4,0.134446
-4.5,4.1,0.153842
-4.5,4.2,0.175468
-4.5,4.3,0.199418
-4.5,4.4,0.225743
-4.5,4.5,0.254437
-4.5,4.6,0.285435
-4.5,4.7,0.318595
-4.5,4.8,0.353701
-4.5,4.9,0.390458
-4.5,5,0.428503
-4.4,-5,1.30519e-07
-4.4,-4.9,1.52771e-07
-4.4,-4.8,1.78817e-07
-4.4,-4.7,2.09304e-07
-4.4,-4.6,2.44989e-07
-4.4,-4.5,2.86757e-07
-4.4,-4.4,3.35647e-07
-4.4,-4.3,3.92873e-07
-4.4,-4.2,4.59854e-07
-4.4,-4.1,5.38256e-07
-4.4,-4,6.30024e-07
-4.4,-3.9,7.37438e-07
-4.4,-3.8,8.63166e-07
-4.4,-3.7,1.01033e-06
-4.4,-3.6,1.18258e-06
-4.4,-3.5,1.3842e-06
-4.4,-3.4,1.6202e-06
-4.4,-3.3,1.89643e-06
-4.4,-3.2,2.21975e-06
-4.4,-3.1,2.5982e-06
-4.4,-3,3.04118e-06
-4.4,-2.9,3.55967e-06
-4.4,-2.8,4.16657e-06
-4.4,-2.7,4.87693e-06
-4.4,-2.6,5.7084e-06
-4.4,-2.5,6.68163e-06
-4.4,-2.4,7.82079e-06
-4.4,-2.3,9.15416e-06
-4.4,-2.2,1.07149e-05
-4.4,-2.1,1.25416e-05
-4.4,-2,1.46799e-05
-4.4,-1.9,1.71826e-05
-4.4,-1.8,2.01121e-05
-4.4,-1.7,2.35409e-05
-4.4,-1.6,2.75544e-05
-4.4,-1.5,3.2252e-05
-4.4,-1.4,3.77505e-05
-4.4,-1.3,4.41864e-05
-4.4,-1.2,5.17195e-05
-4.4,-1.1,6.05367e-05
-4.4,-1,7.0857e-05
-4.4,-0.9,8.29366e-05
-4.4,-0.8,9.70753e-05
-4.4,-0.7,0.000113624
-4.4,-0.6,0.000132993
-4.4,-0.5,0.000155664
-4.4,-0.4,0.000182199
-4.4,-0.3,0.000213256
-4.4,-0.2,0.000249605
-4.4,-0.1,0.000292149
-4.4,-1.02696e-15,0.000341941
-4.4,0.1,0.000400215
-4.4,0.2,0.000468417
-4.4,0.3,0.000548235
-4.4,0.4,0.000641645
-4.4,0.5,0.000750958
-4.4,0.6,0.000878878
-4.4,0.7,0.00102857
-4.4,0.8,0.00120372
-4.4,0.9,0.00140865
-4.4,1,0.00164842
-4.4,1.1,0.00192892
-4.4,1.2,0.00225705
-4.4,1.3,0.00264084
-4.4,1.4,0.00308969
-4.4,1.5,0.00361455
-4.4,1.6,0.0042282
-4.4,1.7,0.00494551
-4.4,1.8,0.00578381
-4.4,1.9,0.00676323
-4.4,2,0.00790719
-4.4,2.1,0.00924284
-4.4,2.2,0.0108017
-4.4,2.3,0.01262
-4.4,2.4,0.0147399
-4.4,2.5,0.0172097
-4.4,2.6,0.0200849
-4.4,2.7,0.023429
-4.4,2.8,0.0273143
-4.4,2.9,0.031823
-4.4,3,0.0370476
-4.4,3.1,0.0430917
-4.4,3.2,0.0500707
-4.4,3.3,0.0581113
-4.4,3.4,0.0673515
-4.4,3.5,0.0779395
-4.4,3.6,0.0900312
-4.4,3.7,0.103788
-4.4,3.8,0.11937
-4.4,3.9,0.136935
-4.4,4,0.156625
-4.4,4.1,0.17856
-4.4,4.2,0.202829
-4.4,4.3,0.229474
-4.4,4.4,0.258485
-4.4,4.5,0.289784
-4.4,4.6,0.323221
-4.4,4.7,0.358568
-4.4,4.8,0.395521
-4.4,4.9,0.433708
-4.4,5,0.472699
-4.3,-5,1.56048e-07
-4.3,-4.9,1.82653e-07
-4.3,-4.8,2.13794e-07
-4.3,-4.7,2.50244e-07
-4.3,-4.6,2.92909e-07
-4.3,-4.5,3.42848e-07
-4.3,-4.4,4.013e-07
-4.3,-4.3,4.69719e-07
-4.3,-4.2,5.49802e-07
-4.3,-4.1,6.43539e-07
-4.3,-4,7.53258e-07
-4.3,-3.9,8.81682e-07
-4.3,-3.8,1.032e-06
-4.3,-3.7,1.20795e-06
-4.3,-3.6,1.4139e-06
-4.3,-3.5,1.65495e-06
-4.3,-3.4,1.93711e-06
-4.3,-3.3,2.26737e-06
-4.3,-3.2,2.65394e-06
-4.3,-3.1,3.10641e-06
-4.3,-3,3.63603e-06
-4.3,-2.9,4.25595e-06
-4.3,-2.8,4.98155e-06
-4.3,-2.7,5.83086e-06
-4.3,-2.6,6.82497e-06
-4.3,-2.5,7.98856e-06
-4.3,-2.4,9.35054e-06
-4.3,-2.3,1.09447e-05
-4.3,-2.2,1.28107e-05
-4.3,-2.1,1.49948e-05
-4.3,-2,1.75512e-05
-4.3,-1.9,2.05435e-05
-4.3,-1.8,2.40459e-05
-4.3,-1.7,2.81454e-05
-4.3,-1.6,3.29439e-05
-4.3,-1.5,3.85603e-05
-4.3,-1.4,4.51343e-05
-4.3,-1.3,5.28289e-05
-4.3,-1.2,6.18353e-05
-4.3,-1.1,7.23769e-05
-4.3,-1,8.47156e-05
-4.3,-0.9,9.91575e-05
-4.3,-0.8,0.000116061
-4.3,-0.7,0.000135846
-4.3,-0.6,0.000159003
-4.3,-0.5,0.000186107
-4.3,-0.4,0.00021783
-4.3,-0.3,0.000254958
-4.3,-0.2,0.000298414
-4.3,-0.1,0.000349273
-4.3,-1.02696e-15,0.000408797
-4.3,0.1,0.000478461
-4.3,0.2,0.000559989
-4.3,0.3,0.0006554
-4.3,0.4,0.000767055
-4.3,0.5,0.000897714
-4.3,0.6,0.00105061
-4.3,0.7,0.00122951
-4.3,0.8,0.00143883
-4.3,0.9,0.00168372
-4.3,1,0.00197022
-4.3,1.1,0.00230535
-4.3,1.2,0.00269734
-4.3,1.3,0.00315576
-4.3,1.4,0.00369181
-4.3,1.5,0.00431851
-4.3,1.6,0.00505107
-4.3,1.7,0.00590715
-4.3,1.8,0.00690731
-4.3,1.9,0.00807544
-4.3,2,0.00943925
-4.3,2.1,0.0110308
-4.3,2.2,0.0128872
-4.3,2.3,0.0150514
-4.3,2.4,0.0175724
-4.3,2.5,0.0205069
-4.3,2.6,0.0239196
-4.3,2.7,0.0278839
-4.3,2.8,0.0324835
-4.3,2.9,0.0378123
-4.3,3,0.0439755
-4.3,3.1,0.0510899
-4.3,3.2,0.059284
-4.3,3.3,0.0686971
-4.3,3.4,0.0794785
-4.3,3.5,0.0917853
-4.3,3.6,0.105779
-4.3,3.7,0.12162
-4.3,3.8,0.139463
-4.3,3.9,0.159449
-4.3,4,0.181695
-4.3,4.1,0.206282
-4.3,4.2,0.233248
-4.3,4.3,0.262574
-4.3,4.4,0.294171
-4.3,4.5,0.327881
-4.3,4.6,0.363464
-4.3,4.7,0.400607
-4.3,4.8,0.438928
-4.3,4.9,0.477992
-4.3,5,0.517327
-4.2,-5,1.86571e-07
-4.2,-4.9,2.1838e-07
-4.2,-4.8,2.55612e-07
-4.2,-4.7,2.99192e-07
-4.2,-4.6,3.50202e-07
-4.2,-4.5,4.09909e-07
-4.2,-4.4,4.79795e-07
-4.2,-4.3,5.61597e-07
-4.2,-4.2,6.57344e-07
-4.2,-4.1,7.69417e-07
-4.2,-4,9.00596e-07
-4.2,-3.9,1.05414e-06
-4.2,-3.8,1.23386e-06
-4.2,-3.7,1.44423e-06
-4.2,-3.6,1.69046e-06
-4.2,-3.5,1.97866e-06
-4.2,-3.4,2.31601e-06
-4.2,-3.3,2.71087e-06
-4.2,-3.2,3.17305e-06
-4.2,-3.1,3.71403e-06
-4.2,-3,4.34724e-06
-4.2,-2.9,5.08841e-06
-4.2,-2.8,5.95594e-06
-4.2,-2.7,6.97137e-06
-4.2,-2.6,8.15993e-06
-4.2,-2.5,9.55112e-06
-4.2,-2.4,1.11795e-05
-4.2,-2.3,1.30855e-05
-4.2,-2.2,1.53164e-05
-4.2,-2.1,1.79277e-05
-4.2,-2,2.09842e-05
-4.2,-1.9,2.45617e-05
-4.2,-1.8,2.87492e-05
-4.2,-1.7,3.36506e-05
-4.2,-1.6,3.93875e-05
-4.2,-1.5,4.61024e-05
-4.2,-1.4,5.39621e-05
-4.2,-1.3,6.31617e-05
-4.2,-1.2,7.39294e-05
-4.2,-1.1,8.65327e-05
-4.2,-1,0.000101284
-4.2,-0.9,0.000118551
-4.2,-0.8,0.00013876
-4.2,-0.7,0.000162413
-4.2,-0.6,0.000190098
-4.2,-0.5,0.000222501
-4.2,-0.4,0.000260426
-4.2,-0.3,0.000304813
-4.2,-0.2,0.000356763
-4.2,-0.1,0.000417563
-4.2,-1.02696e-15,0.00048872
-4.2,0.1,0.000571995
-4.2,0.2,0.00066945
-4.2,0.3,0.000783497
-4.2,0.4,0.000916954
-4.2,0.5,0.00107312
-4.2,0.6,0.00125585
-4.2,0.7,0.00146965
-4.2,0.8,0.00171978
-4.2,0.9,0.0020124
-4.2,1,0.00235469
-4.2,1.1,0.00275504
-4.2,1.2,0.00322324
-4.2,1.3,0.0037707
-4.2,1.4,0.00441074
-4.2,1.5,0.00515886
-4.2,1.6,0.0060331
-4.2,1.7,0.00705444
-4.2,1.8,0.00824725
